source,target,year,cmd_code,trade_value_usd,trade_qty_kg,share_of_reporter_total,distance_km,estimated_tariff_pct,tariff_methodology,is_placeholder_estimate
Colombia,China,2024,2709,664.01,322.4,1.4434887750547228e-06,15516.44153390127,0.04,importer_default_upper_middle_income,True
Colombia,Peru,2024,2709,656.0,64.6,1.4260758669837776e-06,1532.209701353271,0.04,importer_default_upper_middle_income,True
Costa Rica,USA,2024,2709,36117.52,1744.3,0.7310599558904971,3269.0234201742564,0.04,importer_default_upper_middle_income,True
Costa Rica,China,2024,2709,8065.16,575.63,0.1632480722333593,14875.355417531886,0.04,importer_default_upper_middle_income,True
Costa Rica,Spain,2024,2709,4325.18,127.339,0.0875465951155688,8463.152328069971,0.04,importer_default_upper_middle_income,True
Costa Rica,Japan,2024,2709,896.46,0.0,0.0181453767605747,13276.754015211149,0.04,importer_default_upper_middle_income,True
Croatia,Azerbaijan,2024,2709,989581023.0,1549704000.0,0.5755682046913707,2686.9254413466783,0.02,importer_default_high_income,True
Croatia,Kazakhstan,2024,2709,300510288.0,467044400.0,0.174785250459928,3893.168174213587,0.02,importer_default_high_income,True
Croatia,Nigeria,2024,2709,204389768.0,350502000.0,0.1188788478061242,4053.6767725921377,0.02,importer_default_high_income,True
Croatia,Norway,2024,2709,84807045.0,146832000.0,0.0493261668335673,1766.002381312784,0.02,importer_default_high_income,True
Croatia,Libya,2024,2709,65482908.0,108696800.0,0.0380867042915496,2094.397277288844,0.02,importer_default_high_income,True
Croatia,Saudi Arabia,2024,2709,47172573.0,85916700.0,0.0274368975568791,3577.470088144246,0.02,importer_default_high_income,True
Croatia,Guyana,2024,2709,25865202.0,40000000.0,0.0150439302423038,8382.285984680719,0.02,importer_default_high_income,True
Croatia,Hungary,2024,2709,1501346.0,3072365.0,0.000873225134432,403.0922249237582,0.0,eu_eea_uk_ch_zone,True
Croatia,Pakistan,2024,2709,489.0,413.0,2.8441617770804834e-07,4933.34641556074,0.02,importer_default_high_income,True
Croatia,USA,2024,2709,431.0,0.0,2.5068174354226757e-07,8553.876926537898,0.02,importer_default_high_income,True
Croatia,Slovenia,2024,2709,409.0,172.18,2.378859236862818e-07,117.96479963670976,0.0,eu_eea_uk_ch_zone,True
Cyprus,United Kingdom,2024,2709,2138.784,1046.0,1.0,3591.583184044011,0.0,eu_eea_uk_ch_zone,True
Czechia,Azerbaijan,2024,2709,1703597541.0,2609970000.0,0.4227470260965006,2718.2008571456217,0.02,importer_default_high_income,True
Czechia,Russian Federation,2024,2709,1583541466.0,2715880000.0,0.3929551606766454,5309.351019136973,0.02,importer_default_high_income,True
Czechia,Kazakhstan,2024,2709,642519159.0,1015210000.0,0.1594408639013612,3690.268692802648,0.02,importer_default_high_income,True
Czechia,Norway,2024,2709,63292811.0,103029000.0,0.0157060849053772,1263.888363921934,0.02,importer_default_high_income,True
Czechia,Guyana,2024,2709,36860721.0,58806000.0,0.0091469726901436,8479.262291072931,0.02,importer_default_high_income,True
Czechia,Belgium,2024,2709,6423.0,400.0,1.5938647968603897e-06,786.78654304382,0.0,eu_eea_uk_ch_zone,True
Czechia,Poland,2024,2709,6100.0,43195.0,1.5137124802815467e-06,347.8149674090953,0.0,eu_eea_uk_ch_zone,True
Czechia,Italy,2024,2709,2731.0,0.0,6.776965219096565e-07,911.536788624819,0.0,eu_eea_uk_ch_zone,True
Czechia,United Kingdom,2024,2709,341.0,0.0,8.461900914360778e-08,1412.8558079849695,0.0,eu_eea_uk_ch_zone,True
Czechia,Germany,2024,2709,63.0,13.91,1.5633423976678273e-08,385.4616257060524,0.0,eu_eea_uk_ch_zone,True
Czechia,Switzerland,2024,2709,16.0,1.0,3.970393390902418e-09,630.6685985010124,0.0,eu_eea_uk_ch_zone,True
Czechia,Spain,2024,2709,9.0,1.0,2.23334628238261e-09,1823.112580293337,0.0,eu_eea_uk_ch_zone,True
Côte d'Ivoire,Nigeria,2024,2709,2174343297.3,3266300000.0,0.8956047978175713,1574.0820313994095,0.06,importer_default_lower_middle_income,True
Côte d'Ivoire,Colombia,2024,2709,253449905.31,444033000.0,0.1043951759981563,7602.369497729434,0.06,importer_default_lower_middle_income,True
Côte d'Ivoire,France,2024,2709,63.57,3.0,2.6184272312454313e-08,4365.495082010882,0.06,importer_default_lower_middle_income,True
Denmark,USA,2024,2709,2088214666.676,3257765672.0,0.7347483272004374,7487.915619266894,0.02,importer_default_high_income,True
Denmark,Norway,2024,2709,572116912.304,880028677.0,0.2013020744402544,471.7651238969115,0.02,importer_default_high_income,True
Denmark,Libya,2024,2709,96393128.641,162360973.0,0.0339163837668707,3385.187683234653,0.02,importer_default_high_income,True
Denmark,United Kingdom,2024,2709,70803331.414,115092873.0,0.0249124911087152,812.9390611597067,0.0,eu_eea_uk_ch_zone,True
Denmark,"Areas, nes",2024,2709,14547092.239,21634001.0,0.0051184640443357,,0.02,importer_default_high_income,True
Denmark,Netherlands,2024,2709,6214.1,6680.0,2.1864608332265155e-06,534.6008852522212,0.0,eu_eea_uk_ch_zone,True
Denmark,China,2024,2709,177.968,3.0,6.26188927709011e-08,7031.285108928965,0.02,importer_default_high_income,True
Denmark,Greenland,2024,2709,14.504,2.0,5.103301833751851e-09,2922.157872518633,0.02,importer_default_high_income,True
Denmark,Switzerland,2024,2709,11.458,3.0,4.0315521518980086e-09,1053.9564840228818,0.0,eu_eea_uk_ch_zone,True
Denmark,Lithuania,2024,2709,3.481,1.0,1.2248065142919331e-09,907.136254801926,0.0,eu_eea_uk_ch_zone,True
Dominican Rep.,USA,2024,2709,801988313.606,1239201420.8,0.9999998812825734,3216.3292850466946,0.04,importer_default_upper_middle_income,True
Dominican Rep.,United Kingdom,2024,2709,58.53,4.0,7.298110466011553e-08,6840.234007428607,0.04,importer_default_upper_middle_income,True
Dominican Rep.,Italy,2024,2709,36.68,4.0,4.5736321867982864e-08,8042.097385804385,0.04,importer_default_upper_middle_income,True
Ecuador,Spain,2024,2709,8068.572,910.0,0.9734668260523144,8832.972933207151,0.04,importer_default_upper_middle_income,True
Ecuador,USA,2024,2709,219.92,49.58,0.0265331739476855,4690.719587975518,0.04,importer_default_upper_middle_income,True
Egypt,Saudi Arabia,2024,2709,720650000.0,1147274195.332,0.873324607964323,1470.31955563778,0.06,importer_default_lower_middle_income,True
Egypt,Iraq,2024,2709,80630000.0,128362892.347,0.0977120143483846,1427.9205670319332,0.06,importer_default_lower_middle_income,True
Egypt,Kuwait,2024,2709,23900000.0,38048779.946,0.0289633776872924,1658.3264549591754,0.06,importer_default_lower_middle_income,True
El Salvador,India,2024,2709,43523.4,32568.0,0.9609405530717008,15967.661093478491,0.06,importer_default_lower_middle_income,True
El Salvador,Israel,2024,2709,1769.1,48.78,0.0390594469282993,12212.789503179809,0.06,importer_default_lower_middle_income,True
Estonia,Latvia,2024,2709,76.63,14.0,1.0,192.3250557675104,0.0,eu_eea_uk_ch_zone,True
Fiji,China,2024,2709,60203.676,47425.1,0.99437858593431,9776.601008939288,0.04,importer_default_upper_middle_income,True
Fiji,Australia,2024,2709,340.343,26.0,0.0056214140656899,4638.070333875874,0.04,importer_default_upper_middle_income,True
Finland,Norway,2024,2709,4050922781.009,6621152035.572,0.767784763826185,936.7381343963624,0.02,importer_default_high_income,True
Finland,United Kingdom,2024,2709,610805532.732,998349392.229,0.1157679884422669,1818.576243362988,0.0,eu_eea_uk_ch_zone,True
Finland,USA,2024,2709,401251997.403,655838341.782,0.0760506153079798,7823.304915566823,0.02,importer_default_high_income,True
Finland,Guyana,2024,2709,152069635.064,248554768.427,0.0288222598046328,9252.399728806718,0.02,importer_default_high_income,True
Finland,Denmark,2024,2709,61067749.079,99814011.024,0.0115743720230426,1116.378761777716,0.0,eu_eea_uk_ch_zone,True
Finland,Canada,2024,2709,3.144,5.138,5.958926960509154e-10,6245.501068218103,0.02,importer_default_high_income,True
France,USA,2024,2709,7442577613.642,11480520441.465,0.2507168277232487,7665.58674089517,0.02,importer_default_high_income,True
France,Nigeria,2024,2709,4219213862.597,6404689260.47,0.1421319292898351,4175.972926325855,0.02,importer_default_high_income,True
France,Kazakhstan,2024,2709,3418436568.246,5384773000.0,0.1151562827632222,4752.276121195228,0.02,importer_default_high_income,True
France,Algeria,2024,2709,2696937925.456,4124765944.861,0.0908512824908207,2023.6297033297012,0.02,importer_default_high_income,True
France,Norway,2024,2709,2174144397.675,3445702328.0,0.0732400271376692,1635.635976943292,0.02,importer_default_high_income,True
France,Libya,2024,2709,2119380899.372,3277316067.0,0.0713952186207396,2579.2285114444308,0.02,importer_default_high_income,True
France,Iraq,2024,2709,2069223207.015,3755614955.888,0.0697055650939003,3777.641949523736,0.02,importer_default_high_income,True
France,Angola,2024,2709,1672160807.537,2718979326.0,0.0563297925627771,6574.63838285856,0.02,importer_default_high_income,True
France,Saudi Arabia,2024,2709,859757545.603,1352409900.0,0.0289625040724606,4546.313452931867,0.02,importer_default_high_income,True
France,Chad,2024,2709,638192847.523,1128103905.0,0.0214986923231204,3750.437780089559,0.02,importer_default_high_income,True
France,Brazil,2024,2709,632140983.446,1086018000.0,0.021294824222314,8625.29007828946,0.02,importer_default_high_income,True
France,United Kingdom,2024,2709,577706989.897,942889750.794,0.0194611156751706,1091.3245498194483,0.0,eu_eea_uk_ch_zone,True
France,Azerbaijan,2024,2709,220978729.771,344355800.0,0.0074440723360339,3687.800043912525,0.02,importer_default_high_income,True
France,Canada,2024,2709,214531466.7,368666060.291,0.0072268844975496,6840.796869811404,0.02,importer_default_high_income,True
France,Guyana,2024,2709,186049847.985,291540800.0,0.0062674291229011,7428.461070369271,0.02,importer_default_high_income,True
France,United Arab Emirates,2024,2709,135820626.516,213240275.149,0.0045753660072094,5234.379228984077,0.02,importer_default_high_income,True
France,Cameroon,2024,2709,97748244.527,182248009.0,0.0032928282452043,4428.518313225146,0.02,importer_default_high_income,True
France,Equatorial Guinea,2024,2709,91186351.954,145742600.0,0.0030717789024675,5018.329017701674,0.02,importer_default_high_income,True
France,Niger,2024,2709,75621575.9,138714000.0,0.0025474509775119,3228.0329578112887,0.02,importer_default_high_income,True
France,Dem. Rep. of the Congo,2024,2709,62030860.483,89916400.0,0.0020896228925761,5912.075966863885,0.02,importer_default_high_income,True
France,Côte d'Ivoire,2024,2709,36393516.811,64485000.0,0.0012259821204715,4365.495082010882,0.02,importer_default_high_income,True
France,Egypt,2024,2709,16757961.966,25678000.0,0.0005645225728679,3311.7602079502,0.02,importer_default_high_income,True
France,Congo,2024,2709,15824772.499,26454610.0,0.0005330863803313,5334.363782927799,0.02,importer_default_high_income,True
France,Italy,2024,2709,11968693.614,27056389.0,0.0004031873163664,957.663694990872,0.0,eu_eea_uk_ch_zone,True
France,Belgium,2024,2709,347399.75,221871.0,1.1702795428320444e-05,503.8056912270309,0.0,eu_eea_uk_ch_zone,True
France,"Areas, nes",2024,2709,23813.453,6088.948,8.021996817813593e-07,,0.02,importer_default_high_income,True
France,Spain,2024,2709,19396.258,16763.645,6.533983960809525e-07,801.532862166119,0.0,eu_eea_uk_ch_zone,True
France,Germany,2024,2709,8331.082,2283.0,2.806477216594507e-07,815.833848614873,0.0,eu_eea_uk_ch_zone,True
France,Qatar,2024,2709,4477.808,456.0,1.5084314537156897e-07,4890.172315916395,0.02,importer_default_high_income,True
France,China,2024,2709,1780.516,2623.0,5.997993523268629e-08,8021.996811806065,0.02,importer_default_high_income,True
France,Netherlands,2024,2709,1498.015,2201.0,5.0463372796196464e-08,693.5008606060287,0.0,eu_eea_uk_ch_zone,True
France,Gabon,2024,2709,594.227,55.0,2.00176224046925e-08,5309.970911597286,0.02,importer_default_high_income,True
France,Israel,2024,2709,69.272,3.0,2.333553909899515e-09,3265.2628979099914,0.02,importer_default_high_income,True
France,Bahrain,2024,2709,60.613,2.0,2.0418596711620752e-09,4806.84588322556,0.02,importer_default_high_income,True
France,Singapore,2024,2709,28.142,44.576,9.48014697603536e-10,10787.384384180958,0.02,importer_default_high_income,True
France,Senegal,2024,2709,21.648,20.0,7.292524402573142e-10,3855.6137082216146,0.02,importer_default_high_income,True
France,India,2024,2709,7.577,12.001,2.552450914555466e-10,7368.905667129283,0.02,importer_default_high_income,True
Georgia,Russian Federation,2024,2709,5843773.914,10534268.0,0.999705072685638,4531.93168698318,0.04,importer_default_upper_middle_income,True
Georgia,Netherlands,2024,2709,1723.997,0.0,0.000294927314362,3032.881671291962,0.04,importer_default_upper_middle_income,True
Germany,Norway,2024,2709,8881148215.891,15260080000.0,0.1893470280082712,1042.076712913944,0.02,importer_default_high_income,True
Germany,USA,2024,2709,8863223948.307,14277130000.0,0.1889648807099992,7861.47210275358,0.02,importer_default_high_income,True
Germany,Kazakhstan,2024,2709,6358009785.965,10587300000.0,0.1355534473420787,3984.408987031749,0.02,importer_default_high_income,True
Germany,United Kingdom,2024,2709,4905329798.618,8204085000.0,0.1045821549410485,1032.9862607392445,0.0,eu_eea_uk_ch_zone,True
Germany,Libya,2024,2709,4548230427.203,7396755100.0,0.0969687582228103,2820.016498537777,0.02,importer_default_high_income,True
Germany,Guyana,2024,2709,2514868546.984,4337417000.0,0.0536172658790749,8159.482650308084,0.02,importer_default_high_income,True
Germany,Iraq,2024,2709,1828531750.432,3305480000.0,0.0389844921114545,3341.2892328703174,0.02,importer_default_high_income,True
Germany,Nigeria,2024,2709,1542653987.595,2450297230.0,0.0328895476908688,4682.321400203277,0.02,importer_default_high_income,True
Germany,Azerbaijan,2024,2709,1098048296.588,1768021000.0,0.0234105068977979,3093.767107650081,0.02,importer_default_high_income,True
Germany,Saudi Arabia,2024,2709,1060425068.794,1719019000.0,0.0226083756650227,4233.643453792658,0.02,importer_default_high_income,True
Germany,Chad,2024,2709,983332283.654,1750370000.0,0.0209647492563315,4039.206675092615,0.02,importer_default_high_income,True
Germany,Algeria,2024,2709,877281862.699,1387647000.0,0.0187037429608926,2675.646790939872,0.02,importer_default_high_income,True
Germany,Mexico,2024,2709,706261826.363,1286814000.0,0.0150575775301495,9447.55881332609,0.02,importer_default_high_income,True
Germany,United Arab Emirates,2024,2709,600854139.448,987414650.0,0.012810274393054,4814.907857931737,0.02,importer_default_high_income,True
Germany,Canada,2024,2709,486389192.125,906441974.0,0.0103698694972149,6750.715106021945,0.02,importer_default_high_income,True
Germany,Brazil,2024,2709,308609518.5,518371000.0,0.006579587877892,9431.64689458918,0.02,importer_default_high_income,True
Germany,Egypt,2024,2709,303144299.192,512603000.0,0.0064630688188437,3204.5126361465946,0.02,importer_default_high_income,True
Germany,Cameroon,2024,2709,223891041.005,402035300.0,0.0047733808941642,4873.05018046827,0.02,importer_default_high_income,True
Germany,Denmark,2024,2709,156675189.248,271923000.0,0.0033403317595421,570.3135120943541,0.0,eu_eea_uk_ch_zone,True
Germany,Côte d'Ivoire,2024,2709,129876153.927,216321400.0,0.002768973465753,5069.403304001966,0.02,importer_default_high_income,True
Germany,Angola,2024,2709,111050491.694,195933300.0,0.0023676083373422,6972.058830617245,0.02,importer_default_high_income,True
Germany,Poland,2024,2709,86883232.159,190949062.0,0.0018523597842476,606.6510341534486,0.0,eu_eea_uk_ch_zone,True
Germany,Netherlands,2024,2709,59040851.802,97630600.0,0.0012587572629159,371.8069262888413,0.0,eu_eea_uk_ch_zone,True
Germany,Senegal,2024,2709,51601709.49,95999800.0,0.0011001539547099,4646.2381919795225,0.02,importer_default_high_income,True
Germany,Ghana,2024,2709,47933130.551,81895000.0,0.0010219394601167,4920.155240140958,0.02,importer_default_high_income,True
Germany,Italy,2024,2709,47822270.615,115053002.0,0.0010195759144471,1045.9081182755865,0.0,eu_eea_uk_ch_zone,True
Germany,Gabon,2024,2709,44625307.73,79739600.0,0.0009514163244692,5779.769131739375,0.02,importer_default_high_income,True
Germany,Tunisia,2024,2709,39477923.58,59434000.0,0.0008416735449179,1922.7350653259336,0.02,importer_default_high_income,True
Germany,Equatorial Guinea,2024,2709,30126518.373,50871000.0,0.0006423005876602,5505.832630247196,0.02,importer_default_high_income,True
Germany,Russian Federation,2024,2709,7236964.261,21245000.0,0.0001542928505765,5420.6887884121115,0.02,importer_default_high_income,True
Germany,France,2024,2709,1493831.738,2678350.0,3.184865211782228e-05,815.833848614873,0.0,eu_eea_uk_ch_zone,True
Germany,Spain,2024,2709,1467.025,500.0,3.1277129602094604e-08,1615.3757128190225,0.0,eu_eea_uk_ch_zone,True
Germany,Taiwan,2024,2709,1319.275,247.0,2.8127083830066538e-08,9293.110907158298,0.02,importer_default_high_income,True
Ghana,United Arab Emirates,2024,2709,131377363.098,208115993.8,0.5992755109056775,6082.141742438992,0.06,importer_default_lower_middle_income,True
Ghana,Switzerland,2024,2709,45265721.165,68134943.0,0.206478784000516,4411.054402041818,0.06,importer_default_lower_middle_income,True
Ghana,Nigeria,2024,2709,36239386.934,54255068.0,0.1653053205488792,1073.9401867484603,0.06,importer_default_lower_middle_income,True
Ghana,Greece,2024,2709,4277481.368,7689493.0,0.0195116553700775,4145.26772203447,0.06,importer_default_lower_middle_income,True
Ghana,Marshall Isds,2024,2709,1172273.829,2558216.0,0.0053473062727807,18128.99015171496,0.06,importer_default_lower_middle_income,True
Ghana,Central African Rep.,2024,2709,474380.004,1015556.0,0.002163875971909,2426.6976012336495,0.06,importer_default_lower_middle_income,True
Ghana,Angola,2024,2709,412635.889,7272447.0,0.0018822312867859,2984.003696586098,0.06,importer_default_lower_middle_income,True
Ghana,Togo,2024,2709,6849.437,340.0,3.1243585354421976e-05,216.67634426601632,0.06,importer_default_lower_middle_income,True
Ghana,United Kingdom,2024,2709,580.147,0.0,2.6463302476702607e-06,5278.467475175403,0.06,importer_default_lower_middle_income,True
Ghana,China,2024,2709,312.558,10.0,1.4257277716704929e-06,10836.246524636625,0.06,importer_default_lower_middle_income,True
Greece,Iraq,2024,2709,4599351683.873,8229894000.0,0.3113459378463363,2061.293868365889,0.02,importer_default_high_income,True
Greece,Kazakhstan,2024,2709,4092149232.908,6528911000.0,0.2770116590984495,3710.8866583937593,0.02,importer_default_high_income,True
Greece,Libya,2024,2709,2464288024.648,3913611000.0,0.1668161338581198,1479.7733214873683,0.02,importer_default_high_income,True
Greece,Saudi Arabia,2024,2709,1298866874.662,2160864900.0,0.0879247670159998,2763.350481876034,0.02,importer_default_high_income,True
Greece,Norway,2024,2709,826689393.808,1412133000.0,0.0559614489853562,2553.9335143973863,0.02,importer_default_high_income,True
Greece,Egypt,2024,2709,563798203.993,922541200.0,0.0381654399670663,1597.4600790759555,0.02,importer_default_high_income,True
Greece,Azerbaijan,2024,2709,378580586.437,606830100.0,0.0256274222621282,2201.615254877477,0.02,importer_default_high_income,True
Greece,Guyana,2024,2709,215157031.734,347143100.0,0.014564719646106,8869.45570988868,0.02,importer_default_high_income,True
Greece,Nigeria,2024,2709,157948292.016,252145000.0,0.0106920632491269,3582.8495995138255,0.02,importer_default_high_income,True
Greece,Côte d'Ivoire,2024,2709,91537665.592,136426900.0,0.0061964994853375,4446.596420786405,0.02,importer_default_high_income,True
Greece,Algeria,2024,2709,49682416.932,80361200.0,0.0033631737160704,2227.6484467853184,0.02,importer_default_high_income,True
Greece,Turkmenistan,2024,2709,34340859.118,57299800.0,0.0023246508906966,3235.6867097196073,0.02,importer_default_high_income,True
Greece,Israel,2024,2709,57609.7,24704.0,3.899798777823e-06,1481.5931222739662,0.02,importer_default_high_income,True
Greece,Albania,2024,2709,30745.017,49260.0,2.081235967567048e-06,270.6852003431425,0.02,importer_default_high_income,True
Greece,France,2024,2709,1520.745,0.0,1.0294446060959245e-07,1783.6769678164223,0.0,eu_eea_uk_ch_zone,True
Grenada,Jamaica,2024,2709,1008.222,136.11,0.914225867439235,1803.0150867390664,0.04,importer_default_upper_middle_income,True
Grenada,USA,2024,2709,52.315,7.06,0.0474376935388075,4379.338617310824,0.04,importer_default_upper_middle_income,True
Grenada,United Kingdom,2024,2709,42.278,5.71,0.0383364390219574,6925.579509973576,0.04,importer_default_upper_middle_income,True
Guatemala,Rep. of Korea,2024,2709,252214.0,47962.0,0.5966243627804653,13014.795434396445,0.04,importer_default_upper_middle_income,True
Guatemala,USA,2024,2709,130630.0,31234.0,0.3090115557027452,2430.0136679046827,0.04,importer_default_upper_middle_income,True
Guatemala,India,2024,2709,34850.0,15130.0,0.0824393532591339,15801.540810980749,0.04,importer_default_upper_middle_income,True
Guatemala,China,2024,2709,4911.0,756.0,0.0116172069972914,14075.011738369749,0.04,importer_default_upper_middle_income,True
Guatemala,Mexico,2024,2709,79.0,10.0,0.000186878304375,1556.134412009479,0.04,importer_default_upper_middle_income,True
Guatemala,Germany,2024,2709,51.0,1.0,0.0001206429559889,9369.202907934265,0.04,importer_default_upper_middle_income,True
Guyana,USA,2024,2709,6637.885,1896.4,0.8912557807424458,5176.510888930579,0.02,importer_default_high_income,True
Guyana,United Kingdom,2024,2709,809.904,0.0,0.1087442192575541,7452.192640958116,0.02,importer_default_high_income,True
Hungary,Russian Federation,2024,2709,2444584765.29,4816720000.0,0.8346795480952366,5345.117480398963,0.02,importer_default_high_income,True
Hungary,Croatia,2024,2709,484100621.973,765492000.0,0.1652914204973833,403.0922249237582,0.0,eu_eea_uk_ch_zone,True
Hungary,Slovenia,2024,2709,81710.883,142128.0,2.7899381467679207e-05,361.88571345157294,0.0,eu_eea_uk_ch_zone,True
Hungary,Austria,2024,2709,3287.445,120.0,1.1224659279353849e-06,375.2336837791584,0.0,eu_eea_uk_ch_zone,True
Hungary,USA,2024,2709,14.0,1.0,4.780163011425404e-09,8652.058920094925,0.02,importer_default_high_income,True
Hungary,Canada,2024,2709,11.121,10.0,3.7971566321472805e-09,7476.347471254913,0.02,importer_default_high_income,True
Hungary,Nigeria,2024,2709,2.878,10.0,9.826649390630224e-10,4356.354406539927,0.02,importer_default_high_income,True
Iceland,Denmark,2024,2709,323.627,4.0,0.6064519151487894,1808.739960745159,0.0,eu_eea_uk_ch_zone,True
Iceland,USA,2024,2709,163.644,3.981,0.306656172700697,5713.538356574239,0.02,importer_default_high_income,True
Iceland,Austria,2024,2709,46.369,5.0,0.0868919121505134,2779.679842535434,0.0,eu_eea_uk_ch_zone,True
India,Russian Federation,2024,2709,52727893909.941,92008859000.0,0.3725501925692007,4985.665332409415,0.06,importer_default_lower_middle_income,True
India,Iraq,2024,2709,28105033563.002,50090900000.0,0.1985767852579864,3747.273397896542,0.06,importer_default_lower_middle_income,True
India,Saudi Arabia,2024,2709,19606881972.92,31723400000.0,0.1385328924225395,3498.387752750821,0.06,importer_default_lower_middle_income,True
India,United Arab Emirates,2024,2709,13452491019.064,21250800000.0,0.0950488962871861,2604.886929797538,0.06,importer_default_lower_middle_income,True
India,Nigeria,2024,2709,4147421218.557,6395760000.0,0.0293037035819799,7611.328245981093,0.06,importer_default_lower_middle_income,True
India,USA,2024,2709,3907183804.259,5959159022.0,0.027606300398915,13576.672224933369,0.06,importer_default_lower_middle_income,True
India,Angola,2024,2709,3558289000.997,5781781000.0,0.0251411758414339,7554.44068322331,0.06,importer_default_lower_middle_income,True
India,Kuwait,2024,2709,3089863519.848,5251690000.0,0.0218315044272021,3306.689882611395,0.06,importer_default_lower_middle_income,True
India,Venezuela,2024,2709,1758651118.364,3729060000.0,0.0124257914402498,15200.132212771156,0.06,importer_default_lower_middle_income,True
India,Colombia,2024,2709,1713954729.506,3442370000.0,0.0121099880382661,15971.966483760303,0.06,importer_default_lower_middle_income,True
India,Mexico,2024,2709,1673011150.036,3249944000.0,0.0118207002005597,15094.395302327192,0.06,importer_default_lower_middle_income,True
India,Brazil,2024,2709,1007874321.25,1942360000.0,0.0071211600658384,14775.31031094304,0.06,importer_default_lower_middle_income,True
India,Canada,2024,2709,977777168.084,1903180000.0,0.0069085079119912,11469.106640505308,0.06,importer_default_lower_middle_income,True
India,Qatar,2024,2709,950593938.861,1532940000.0,0.0067164441572928,2887.230784856977,0.06,importer_default_lower_middle_income,True
India,Algeria,2024,2709,832907170.823,1199000000.0,0.005884925489578,7750.392983717139,0.06,importer_default_lower_middle_income,True
India,Azerbaijan,2024,2709,733088021.496,1087590000.0,0.0051796509082077,3681.386848150349,0.06,importer_default_lower_middle_income,True
India,Türkiye,2024,2709,612463424.717,913671000.0,0.0043273749414234,4631.1719387782105,0.06,importer_default_lower_middle_income,True
India,Oman,2024,2709,571811214.822,961147000.0,0.0040401457824015,2385.6638103951063,0.06,importer_default_lower_middle_income,True
India,Malaysia,2024,2709,570269118.98,811076000.0,0.0040292500674337,3084.1193658045204,0.06,importer_default_lower_middle_income,True
India,Dem. Rep. of the Congo,2024,2709,313272064.961,510710000.0,0.0022134312500156,6810.571709694348,0.06,importer_default_lower_middle_income,True
India,Brunei Darussalam,2024,2709,232219776.677,350550000.0,0.0016407543731437,4256.400262948856,0.06,importer_default_lower_middle_income,True
India,Ghana,2024,2709,224353973.897,386697000.0,0.0015851783559144,8660.644110265655,0.06,importer_default_lower_middle_income,True
India,Kazakhstan,2024,2709,175567422.577,265266000.0,0.0012404758134594,3234.9429789117607,0.06,importer_default_lower_middle_income,True
India,Egypt,2024,2709,152065985.191,297487000.0,0.0010744258468372,4923.561187932585,0.06,importer_default_lower_middle_income,True
India,Ecuador,2024,2709,110557079.085,184649000.0,0.0007811436802948,16774.616655763384,0.06,importer_default_lower_middle_income,True
India,Congo,2024,2709,88551330.702,122893000.0,0.0006256615400121,7234.774803058369,0.06,importer_default_lower_middle_income,True
India,Libya,2024,2709,84799829.431,138982000.0,0.0005991552182667,6271.893116607152,0.06,importer_default_lower_middle_income,True
India,Singapore,2024,2709,77583435.729,135101000.0,0.0005481676163737,3443.64569608301,0.06,importer_default_lower_middle_income,True
India,Rep. of Korea,2024,2709,56769172.874,94508000.0,0.0004011039455193,5016.706843199344,0.06,importer_default_lower_middle_income,True
India,Equatorial Guinea,2024,2709,19122475.648,28695000.0,0.0001351103079753,7728.73263341792,0.06,importer_default_lower_middle_income,True
India,Australia,2024,2709,213.117,22.0,1.505783248718025e-09,7813.452364407084,0.06,importer_default_lower_middle_income,True
India,Senegal,2024,2709,107.1,23.0,7.567176055298288e-10,9790.489744056516,0.06,importer_default_lower_middle_income,True
Indonesia,Nigeria,2024,2709,2896901503.0,4751656046.0,0.2798134072607499,11695.249198816951,0.04,importer_default_upper_middle_income,True
Indonesia,Saudi Arabia,2024,2709,2053001047.0,3428428989.0,0.1983005695830718,7902.594474211165,0.04,importer_default_upper_middle_income,True
Indonesia,Angola,2024,2709,1713004741.0,2946861474.0,0.1654601279113729,10649.92157361649,0.04,importer_default_upper_middle_income,True
Indonesia,Gabon,2024,2709,1037652306.0,1706102258.0,0.1002274419731399,11375.035520802116,0.04,importer_default_upper_middle_income,True
Indonesia,Australia,2024,2709,754371370.0,1067617264.0,0.0728651709977244,3457.432560018586,0.04,importer_default_upper_middle_income,True
Indonesia,USA,2024,2709,430868364.0,668466806.0,0.0416178268011016,14961.813243412777,0.04,importer_default_upper_middle_income,True
Indonesia,Algeria,2024,2709,383269196.0,612887180.0,0.0370201953776431,12223.382307381216,0.04,importer_default_upper_middle_income,True
Indonesia,Brunei Darussalam,2024,2709,315856553.0,494941667.0,0.0305087688376837,598.8079857457986,0.04,importer_default_upper_middle_income,True
Indonesia,Azerbaijan,2024,2709,196068568.0,317038772.0,0.0189383774394817,8080.960886221167,0.04,importer_default_upper_middle_income,True
Indonesia,Equatorial Guinea,2024,2709,171700647.0,235148071.0,0.0165846657251519,11527.54498683126,0.04,importer_default_upper_middle_income,True
Indonesia,Malaysia,2024,2709,122005613.0,206942306.0,0.0117845933812774,1438.995386796878,0.04,importer_default_upper_middle_income,True
Indonesia,Brazil,2024,2709,78729593.0,128185491.0,0.007604537346806,17730.560018363292,0.04,importer_default_upper_middle_income,True
